enfermedad,user_post,lemma_post,user_comment,lemma_comment
Alzheimer,dramangapmom,['desconocido'],K' JUIL@...💫,['thương']
Alzheimer,dramangapmom,['desconocido'],Sói_Mê_Game,"['mình', 'cũng']"
Alzheimer,dramangapmom,['desconocido'],chatluong66,['nhớ']
Alzheimer,dramangapmom,['desconocido'],trọng tuấn,"['xem', 'mình', 'nhớ', 'quá', 'mình', 'mới', 'mất']"
Alzheimer,dramangapmom,['desconocido'],🇻🇳khánh Vy bt đu trend💭,"['tuổi', 'nhớ', 'rùi', 'chỉ', 'còn', 'nhớ', 'thui']"
Alzheimer,dramangapmom,['desconocido'],Giai Thắng Cố,"['mình', 'cũng', 'vậy']"
Alzheimer,dramangapmom,['desconocido'],nguyennhung5491,"['tôi', 'đang', 'giai', 'đoạn', 'này']"
Alzheimer,dramangapmom,['desconocido'],Mạnh Roblox,"['bạn', 'thích', 'nhân', 'vật', 'nào', 'tôi', 'thể', 'làm', 'video', 'nhân', 'vật', 'cho', 'bạn']"
Alzheimer,dramangapmom,['desconocido'],gaiuma1,"['người', 'thân', 'của', 'mình']"
Alzheimer,dramangapmom,['desconocido'],🌈 hòa_vy🌈💯,"['nam', 'phật', 'cứu', 'cứu', 'nạn', 'cho', 'mau', 'khỏe', 'mạnh', 'lại', 'trẻ', 'đẹp', 'hồn', 'nhiên', 'yêu', 'đời']"
Alzheimer,dramangapmom,['desconocido'],Cô 3 🥳 84  (make up nails),"['hic', 'minh', 'mới', 'suy', 'giảm', 'trí', 'nhớ', 'chắc', 'đến', 'mình', 'lẫn', 'quá']"
Alzheimer,dramangapmom,['desconocido'],Quân Ken Vlog,"['chúc', 'khoẻ', 'mạnh']"
Alzheimer,dramangapmom,['desconocido'],phượng hoa,"['mot', 'nguoi', 'hieu', 'qua']"
Alzheimer,dramangapmom,['desconocido'],Anh thắng,"['thi', 'thoảng', 'cung', 'vậy', 'đưa', 'tiền', 'xong', 'hỏi', 'lại', 'bao', 'quên', 'nhớ']"
Alzheimer,dramangapmom,['desconocido'],Trang Trang,"['thật', 'cảm', 'động']"
Alzheimer,dramangapmom,['desconocido'],Sen Trade GAG🦡,"['hàng', 'xóm', 'tưởng', 'chuyện', 'lớn']"
Alzheimer,dramangapmom,['desconocido'],Tấn Tây Nguyên,"['mong', 'thật', 'nhiều', 'sức', 'khỏe']"
Alzheimer,dramangapmom,['desconocido'],💕Sushi 💞,"['tui', 'giai', 'đoạn', 'này', 'cái', 'cũng', 'quên', 'trừ', 'cái', 'thì', 'không']"
Alzheimer,dramangapmom,['desconocido'],Kim Ngân,['vậy']
Alzheimer,dramangapmom,['desconocido'],Neo Nguyen Dynasty,"['đầu', 'sau', 'hiền']"
Alzheimer,dramangapmom,['desconocido'],thuyhuynh2655,"['nên', 'tro', 'chuyện', 'nhe', 'nhan', 'chăm', 'soc', 'cần', 'thấy', 'thương', 'lắm', 'chuc', 'nhiều', 'luôn']"
Alzheimer,dramangapmom,['desconocido'],☆☆skibidi toilet ☆☆,"['cũng', 'không', 'giải', 'quyết', 'sao', 'không', 'đầu', 'thoải', 'mái', 'trước', 'khi', 'lại', 'làm', 'cáu', 'giận', 'hàng', 'ngày']"
Alzheimer,dramangapmom,['desconocido'],hoamong 💎,"['quá', 'tuyệt', 'vời']"
Alzheimer,dramangapmom,['desconocido'],Sửa Board Hà Tĩnh,"['mình', 'tuổi', 'cũng', 'vậy', 'khổ', 'ghê', 'gớmmình', 'rồi', 'chưa', 'dám', 'lấy', 'khổ', 'người']"
Alzheimer,dramangapmom,['desconocido'],꧁༒ꜱóͼ_ɳâʉ༒꧂,"['nội', 'tuổi', 'vẫn', 'gánh', 'thóc', 'sát']"
Alzheimer,dramangapmom,['desconocido'],Nhanh faster,['thương']
Alzheimer,dramangapmom,['desconocido'],Em🍍,"['chúc', 'mạnh', 'khỏe']"
Alzheimer,lanyo2808,['desconocido'],Admina,['respect']
Alzheimer,lanyo2808,['desconocido'],Flores me 9767,['awww']
Alzheimer,lanyo2808,['desconocido'],luvleereetz,"['love', 'and', 'respect', 'thats', 'what', 'its', 'called']"
Alzheimer,lanyo2808,['desconocido'],Elsa,"['may', 'god', 'bless', 'you', 'love', 'dedicate', 'your', 'time', 'and', 'lovar', 'that', 'lady', 'priceless']"
Alzheimer,lanyo2808,['desconocido'],tinagrz23,"['jesus', 'will', 'blessed', 'you', 'with', 'his', 'arms', 'opir', 'what', 'butiful', 'heart', 'she', 'looks', 'happy', 'and', 'butiful', 'jesus', 'some', 'thing', 'good', 'for', 'you']"
Alzheimer,lanyo2808,['desconocido'],doloresgovearivas1,"['nizar', 'very', 'good']"
Alzheimer,lanyo2808,['desconocido'],Hazzel Manzanares,['wow']
Alzheimer,lanyo2808,['desconocido'],Osita_69,['cute']
Alzheimer,lanyo2808,['desconocido'],lesly mejia,"['mundo', 'necesitar', 'hombre', 'así']"
Alzheimer,lanyo2808,['desconocido'],Milena.Garzon,"['mas', 'lloro', 'saber', 'todavia', 'hijo', 'agradecido']"
Alzheimer,lanyo2808,['desconocido'],Paoruiz14,"['cumplir', 'sueño', 'deseo', 'hermoso', 'dios', 'bendiga', 'grandemente', 'hermoso', 'familia']"
Alzheimer,lanyo2808,['desconocido'],paloma aguirre,"['traje', 'normal', 'nover', 'indecente', 'criticar', 'pues', 'leer', 'mirar', 'respetar']"
Alzheimer,lanyo2808,['desconocido'],Mirian Vega,"['dio', 'bendiga', 'esposo', 'mil', 'vez', 'bello', 'nona']"
Alzheimer,lanyo2808,['desconocido'],Esther Quiel,"['bello', 'visto', 'ojito', 'hoy', 'ganar', 'escalón', 'cielo', 'hombre', 'bueno', 'dios', 'bendiga']"
Alzheimer,lanyo2808,['desconocido'],luz marina gonzalez narvaez,"['vistio', 'asi', 'debio', 'colocar él', 'mas', 'desente']"
Alzheimer,lanyo2808,['desconocido'],🦋 A_L_i 🦋,"['colocado', 'zapatico', 'playa']"
Alzheimer,lanyo2808,['desconocido'],CarmenG,"['bonito', 'ojo', 'ver', 'hoy']"
Alzheimer,lanyo2808,['desconocido'],💜🐣🐰Jikook 💜,"['agua', 'limpio', 'alma']"
Alzheimer,lanyo2808,['desconocido'],Leandro Vidales,"['creer', 'mejor', 'nieta', 'felicito', 'gran', 'mujer', 'paisán']"
Alzheimer,lanyo2808,['desconocido'],bea.ver,"['vídeo', 'quedar', 'siempre', 'nietar', 'beyby', 'alguno', 'día', 'mirara', 'orgulloso', 'abuelito', 'ser', 'luz', 'familia', 'hermoso', 'beyby', 'adoro', 'abuela', 'querido', 'verte', 'hermoso']"
Alzheimer,lanyo2808,['desconocido'],raiza52,"['hermoso', 'gente', 'solo', 'saber', 'criticar', 'bendición', 'abuelita']"
Alzheimer,lanyo2808,['desconocido'],🎈🎈macarena 🎈🎈,"['video', 'maravilloso']"
Alzheimer,lanyo2808,['desconocido'],marielaquirogaardila,"['poner', 'zapato', 'especial', 'playa', 'encantador', 'ver', 'cómo', 'hijo', 'disfrutar', 'madre', 'experiencia', 'tanto', 'bello']"
Alzheimer,lanyo2808,['desconocido'],Flor Pineda,"['digno', 'admiración', 'exelent', 'persona', 'abuelito']"
Alzheimer,lanyo2808,['desconocido'],Rosario Rodriguez,"['bonito', 'complaz', 'abuela', 'hombre', 'admiración', 'querer', 'tener', 'abuelito', 'mamito', 'siempre', 'complacer', 'felicidad', 'buen', 'esposopadre', 'nieto', 'dlb']"
Alzheimer,lanyo2808,['desconocido'],Bertha Paredesnena,"['hacer', 'precio', 'ser', 'maravilloso', 'hermoso', 'escena', 'felicito', 'dios', 'bendiga']"
Alzheimer,lanyo2808,['desconocido'],princesita ❤️❤️❤️,"['dio', 'iso', 'llorar', 'belleza', 'comprascar', 'tanto', 'lindo', 'abuela']"
Alzheimer,lanyo2808,['desconocido'],Miriam,"['hermoso', 'deber', 'ser', 'nieto']"
Alzheimer,lanyo2808,['desconocido'],Aurora,"['encantaesos', 'momento', 'precioun', 'oleir']"
Alzheimer,lanyo2808,['desconocido'],Francy Guzman,"['abuela', 'hermoso', 'traje', 'baño', 'moderno', 'felicitooooo', 'muero', 'amor', 'ver', 'bendición']"
Alzheimer,lanyo2808,['desconocido'],salsita37,"['dio', 'bendiga', 'abuela', 'usted', 'cuidar']"
Alzheimer,lanyo2808,['desconocido'],Santyzu1012🔥🔥,"['dio', 'bendiga', 'familio', 'bendición', 'dio', 'regalar', 'millón', 'bendición', 'hermoso', 'bby', 'merez', 'hermoso', 'vida', 'regalar', 'bendición', 'siempre', 'matrimonio']"
Alzheimer,lanyo2808,['desconocido'],Edimar Yajures,"['belleza', 'hombre', 'bien', 'criado', 'madre', 'padre', 'ejemplar']"
Alzheimer,lanyo2808,['desconocido'],Lauu 26,"['ver', 'hermoso', 'llorir', 'bendición', 'gracias', 'cumplir él', 'abuela', 'bendición', 'lindo']"
Alzheimer,lanyo2808,['desconocido'],user2973187646243,"['cómo', 'admirar', 'mujer', 'dio', 'bendigo']"
Alzheimer,lanyo2808,['desconocido'],Magaly Chirinos,"['hermoso', 'dios', 'llenir', 'vida', 'bendición', 'ayudar él', 'cumplir', 'sueño']"
Alzheimer,lanyo2808,['desconocido'],mariapiedadgomez,"['hombre', 'valer', 'oro', 'dio', 'bendiga', 'hacer', 'bebé']"
Alzheimer,lanyo2808,['desconocido'],mariatellez441,"['dio', 'bendigar', 'ser', 'maravilloso', 'igual', 'esposo él', 'hermoso', 'abuela']"
Alzheimer,lanyo2808,['desconocido'],Tamara Bueno,"['dio', 'bendigar', 'siempre']"
Alzheimer,lanyo2808,['desconocido'],doraestres,"['agua', 'tanto', 'limpio']"
Alzheimer,lanyo2808,['desconocido'],Patrickvidafitnees🔥💪,"['bendición', 'hermoso', 'vida', 'poder', 'regalar']"
Alzheimer,lanyo2808,['desconocido'],Nohelia Laguna,"['mejor', 'visto', 'hoy', 'ternura', 'gente', 'único', 'hacer', 'criticar', 'milo', 'bello', 'abuela', 'dios', 'bendiga']"
Alzheimer,lanyo2808,['desconocido'],Macarena,"['sacaste', 'lagrima']"
Alzheimer,lanyo2808,['desconocido'],Claudia Astrid 30,"['buen', 'hijo', 'día', 'llevar', 'mano', 'ahora', 'tocar', 'llevar él', 'dio', 'bendigo']"
Alzheimer,lanyo2808,['desconocido'],Studie Har Perfekt,"['acordé', 'inundar', 'habitación', 'esperar', 'quedar', 'gana', 'mar', 'hacer', 'nuevo']"
Alzheimer,lanyo2808,['desconocido'],Alejandro Fuentes,"['diosito', 'bendigar', 'siempre']"
Alzheimer,lanyo2808,['desconocido'],Sandra Pava939,"['dio', 'bendigar', 'milpor', 'ser', 'saludo', 'chile']"
Alzheimer,lanyo2808,['desconocido'],Aminta sanchez,"['dio', 'bendecir', 'jovengracia', 'dar él', 'amor']"
Alzheimer,lanyo2808,['desconocido'],hAngeles Sosa,"['hacer', 'llorar', 'ternura']"
Alzheimer,lanyo2808,['desconocido'],@NotasQueInspiran,"['necesitar', 'doble', 'caballero']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Δ,"['omg', 'sheyla']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Dina Ruiz,"['vdd', 'fuerza', 'asustado', 'mazo']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],El mojon de changbin🕯,"['perdon', 'cage', 'risa']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Dulceeee 🥹,"['deír', 'miedo', 'siento']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],carla_carreraas.._,"['joder', 'asustaro', 'tio']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],𝓐,"['cómo', 'poder', 'reír', 'tanto', 'serio']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],🧃👤,"['perdón', 'pense', 'memir', 'querer']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],𝐕,"['mundo', 'decir', 'tontería', 'peor', 'dolor', 'causar', 'situación', 'deber', 'ser', 'increíble']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],`       𝗝𝗔𝗭𝗭𝗭!,"['pierdo', 'humanidad', 'comentario']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],𝐕⭑,"['comentáis', 'asustáis']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Chris 🐨,"['pensar', 'vídeo', 'memir']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],🦋,"['iva', 'compartir', 'pensar', 'vídeo', 'humor', 'perdonn']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],kiaraa._cfff,['pensar']
Alzheimer,__lluuuciiiaaaa,['desconocido'],🐚,"['reir yo', 'llorar', 'asustar yo']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],eiizann_11,"['bro', 'hoy', 'abuelo', 'cielo', 'poder', 'ver']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],soi lesbiana,"['asustar', 'mañana']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],ᛉLeonidasᛉ,"['rei', 'leer', 'texto']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Aristos28,"['expongái', 'familiar', 'así', 'dios', 'doloroso']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],བེའཕཧཌ།,"['perdón', 'miedo']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],ilove_tuhermana,"['perdón', 'reí', 'sentir', 'mal', 'perdón']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Carmela :),"['muchísimo', 'fuerza']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Tomás,"['madremia', 'ser', 'joven', 'ahora', 'ver él', 'así', 'vida', 'cruel', 'joder']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],mery_1213M💞,"['fuerza', 'ir', 'susto', 'llevar']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],J0S3F4_YOUNG,"['perdón', 'dar', 'risa']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],~💎~🎧~《𝐴𝑚𝑏𝑏》~🎧~💎~,"['río', 'miedito']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Antonella.0007,"['avisen', 'scream']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],꒰꒰   ✿   ᴢᴜᴜ ! 𐙚,"['suspire', 'comentario']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],estebandido,"['bastar', 'dar', 'gana', 'llorar']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Lu💋,"['perdón', 'cagar', 'risa']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],🐰ᑕOTY,"['perdón', 'reí', 'ángulo', 'ojalá', 'eterno']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],𓆰𓆪,"['amigo', 'pedir', 'mil', 'disculpa', 'reí']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],LucaasAF,"['perdón', 'amigo', 'poder', 'evitar', 'cagarme', 'risa', 'dio', 'perdobe']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],~𝖺𝗇𝗀𝗂𝖾☆,['graba']
Alzheimer,__lluuuciiiaaaa,['desconocido'],Ange,"['asustar', 'apoco', 'doler', 'terner', 'abuelita', 'asi']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],𝒾𝓇𝒶𝓉𝒾,['mona']
Alzheimer,__lluuuciiiaaaa,['desconocido'],🎧🧸💌,"['maduran', 'dio', 'señora', 'pasar', 'mal', 'momento', 'fuerza', 'paso']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],dukiteamo,"['perdon', 'reir', 'llorar']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Thiiago 🚬,"['difícil', 'convivir', 'alguien', 'problema']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],𝐼,"['fuerte', 'abuela']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],LMABC,"['principio', 'asustar', 'pedir', 'mil', 'disculpa', 'después', 'leer', 'titulo', 'puse', 'mall', 'desear', 'mejor', 'siempre', 'unido']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Anitaa,"['bro', 'pasar', 'comentario', 'asustado', 'oseo', 'sobrar', 'demasiado', 'comentariosmuchísima', 'fuerza']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Pyro Patiox,"['asustir', 'montón']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Yeni200oficial,"['perdón', 'asustir']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],Sr.Choso🩸🩸,"['entonces', 'comentario', 'cruel', 'gente', 'red', 'social']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],El semen de Kiyo 💆🏻‍♂️💚💦,['perdón']
Alzheimer,__lluuuciiiaaaa,['desconocido'],𝑱𝒖𝒍𝒊𝒊☆✨,"['𝗮𝗺𝗲𝗻', '𝗱𝗶𝗼𝘀𝗮𝗺𝗲𝗻', '𝗽𝗼𝗿', '𝗲𝘀𝘁𝗮', '𝗮𝗯𝘂𝗲𝗹𝗶𝘁𝗮', '𝗾𝘂𝗲', '𝗲𝘀𝘁𝗮', '𝘀𝘂𝗳𝗿𝗶𝗲𝗻𝗱𝗼', '𝗲𝘀𝘁𝗼']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],️,"['cerrar', 'ojito', 'secar', 'tiempo', 'abierto']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],♾️💕,"['mucho', 'fuerza']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],𝐦𝐚𝐫𝐢𝐧𝐚,"['mucho', 'fuerza', 'abuelito']"
Alzheimer,__lluuuciiiaaaa,['desconocido'],𝕬𝖑𝖊𝖝𝖆𝖓𝖉𝖗𝖆 ✪,"['ir', 'reír', 'tanto', 'grave']"
Alzheimer,valdirene_pereiraz,['desconocido'],it's_Tatu_NgoKz,"['ther', 'legend', 'whos', 'scrolling', 'read', 'other', 'peopl', 'comments', 'how', 'are', 'you', 'boss']"
Alzheimer,valdirene_pereiraz,['desconocido'],QUEEN BEE🥰🔥,"['have', 'anger', 'issu', 'cant', 'tolerate', 'this']"
Alzheimer,valdirene_pereiraz,['desconocido'],ndodlayamashenge,"['bakufoneleke', 'usemakhaya', 'bethi', 'woza', 'sikutholele', 'umsebenzi', 'sleep', 'lapho', 'ugibele', 'ngemali', 'yokugcina', 'wenzenjn', 'makunje']"
Alzheimer,valdirene_pereiraz,['desconocido'],❤️MaZikodeh❤️,"['ngingakubutha', 'ngempama', 'kuyothi', 'kupo', 'phansi', 'kuphuke', 'kufe', 'kuyeke', 'ukuzenza', 'ivempire']"
Alzheimer,valdirene_pereiraz,['desconocido'],Beaulla Dikinya,"['vazukuru', 'mbuya', 'handa', 'muripiko']"
Alzheimer,valdirene_pereiraz,['desconocido'],rachelsam170,"['ver', 'mucho', 'paciencia', 'alzheimer', 'fuerte', 'adulto', 'mayor']"
Alzheimer,valdirene_pereiraz,['desconocido'],TinahDhumble,"['will', 'reset', 'your', 'brain', 'back', 'your', 'early', 'with', 'good', 'slap', 'hate', 'testing', 'patience']"
Alzheimer,valdirene_pereiraz,['desconocido'],petie Martha,"['any', 'zambian', 'here']"
Alzheimer,valdirene_pereiraz,['desconocido'],iyodwa vo,"['kodwa', 'nawe', 'umsukelile', 'uwena', 'omqalile', 'umbambe', 'ikhanda', 'ngodli', 'lar', 'bafunabukhulume', 'kahle', 'nabo']"
Alzheimer,valdirene_pereiraz,['desconocido'],Judes,"['this', 'may', 'sound', 'look', 'harsh', 'but', 'think', 'you', 'should', 'try', 'tie', 'her', 'hands', 'for', 'little', 'while', 'until', 'you', 'have', 'finished', 'bathing', 'her', 'you', 'can', 'not', 'bathe', 'her', 'properly', 'and', 'you', 'can', 'get', 'damage', 'because', 'the', 'way', 'she', 'acting', 'goodness', 'this', 'sssooooo', 'sad', 'once', 'man', 'twizar', 'child']"
Alzheimer,valdirene_pereiraz,['desconocido'],Alicia'sAshley,"['kaeke', 'sabuni', 'kwa', 'macho', 'kaone', 'kesho']"
Alzheimer,valdirene_pereiraz,['desconocido'],Winnie🌹🌹🇿🇼🇿🇦,"['ndozivo', 'muripo', 'motii', 'nazvo']"
Alzheimer,valdirene_pereiraz,['desconocido'],Nitakampira,"['any', 'malawian', 'herir']"
Alzheimer,valdirene_pereiraz,['desconocido'],RUBY KACHE,"['kana', 'nguvu', 'kama', 'ibilisi']"
Alzheimer,valdirene_pereiraz,['desconocido'],saka bby,"['naye', 'nzeee', 'busungu', 'bwenina', 'nkasimba', 'oluyi', 'nekanyampilawo']"
Alzheimer,valdirene_pereiraz,['desconocido'],user5208745061503,"['cousins', 'mnasemo', 'aje', 'kuusu', 'huyu', 'mshosh']"
Alzheimer,valdirene_pereiraz,['desconocido'],@Zillah🥰💘,"['the', 'nigerian', 'whisper', 'wipe', 'slap', 'god', 'have', 'mercy']"
Alzheimer,valdirene_pereiraz,['desconocido'],Takbil akbar,"['watu', 'kasongo', 'kujeni', 'uku', 'pia']"
Alzheimer,valdirene_pereiraz,['desconocido'],Beriah,"['kama', 'ako', 'hechaifi']"
Alzheimer,valdirene_pereiraz,['desconocido'],Grace William,"['yani', 'usumbufu', 'huu', 'ninge', 'mpa', 'kofi', 'uso', 'adi', 'aone', 'chengo']"
Alzheimer,valdirene_pereiraz,['desconocido'],Tracy Berry🍓,"['the', 'woman', 'sef', 'strong']"
Alzheimer,valdirene_pereiraz,['desconocido'],Ntombiliciousss,"['nikuphi', 'zinja', 'zase', 'southerrrrr']"
Alzheimer,valdirene_pereiraz,['desconocido'],@Marz🩷🦋,"['nkimanyi', 'wemuli', 'wano', 'lwakusirika']"
Alzheimer,valdirene_pereiraz,['desconocido'],merlypinargote2,"['ninguno', 'lado', 'ver', 'maltrato', 'mayoría', 'adulto', 'mayor', 'gusta', 'baño', 'portar', 'asy']"
Alzheimer,valdirene_pereiraz,['desconocido'],IT'S MORAA 💞💞,"['ile', 'design', 'naeza', 'mgongesha', 'hiyo', 'ukuta']"
Alzheimer,valdirene_pereiraz,['desconocido'],Nelie Jeune,"['vle', 'sèl', 'kòm', 'ayisir', 'gen']"
Alzheimer,valdirene_pereiraz,['desconocido'],Nana,"['kofi', 'moja', 'anajipata', 'sayuni']"
Alzheimer,valdirene_pereiraz,['desconocido'],luhya queen🥰🥰,"['cousin', 'mko', 'huku', 'tulikiane', 'video', 'tano', 'tano']"
Alzheimer,valdirene_pereiraz,['desconocido'],Stella Kirabo,"['nze', 'nkakuba', 'oluyi', 'mwobo', 'obuba', 'ngakanuma', 'komanín']"
Alzheimer,valdirene_pereiraz,['desconocido'],user6014718356529,"['that', 'not', 'lovir', 'thats', 'torture', 'omw']"
Alzheimer,valdirene_pereiraz,['desconocido'],Mai bee,"['haaa', 'unenge', 'uchinakirwa', 'hako', 'kkkkk', 'nekurohwa', 'haaa', 'umwe', 'anigumo', 'aito', 'ngozi']"
Alzheimer,valdirene_pereiraz,['desconocido'],Caramel 👩🏽‍🦰,"['any', 'nigerian', 'here']"
Alzheimer,valdirene_pereiraz,['desconocido'],monah.16,"['kano', 'oba', 'kabakiokasimba', 'oluyi']"
Alzheimer,valdirene_pereiraz,['desconocido'],lady~helena,"['mere', 'mome', 'amna', 'dolei']"
Alzheimer,valdirene_pereiraz,['desconocido'],user4173027861988,"['ልልጅታ', 'በጣም', 'አሳዘነችኝ', 'ብቻዋን']"
Alzheimer,valdirene_pereiraz,['desconocido'],shiksthqueen🫦,"['any', 'kenyans', 'here']"
Alzheimer,valdirene_pereiraz,['desconocido'],omugalanda  wa muky namilo,"['onir', 'week', 'mbo', 'nayisewo', 'dda', 'eee']"
Alzheimer,valdirene_pereiraz,['desconocido'],Primrose Brown225,"['girl', 'you', 'need', 'reward', 'for', 'all', 'your', 'patience']"
Alzheimer,valdirene_pereiraz,['desconocido'],Medina.Mayer.07,"['mucho', 'vez', 'empático', 'hacer', 'comentarioslidiar', 'persona', 'así', 'facilse', 'vuelve', 'rutín', 'agotador', 'seguir', 'ser', 'fuerte', 'mujer']"
Alzheimer,valdirene_pereiraz,['desconocido'],Mishel Chavez,"['lidiar', 'adulto', 'mayor', 'complicado', 'aplaudo', 'persona', 'paciencia', 'amor', 'cuidar', 'padre', 'bendición']"
Alzheimer,valdirene_pereiraz,['desconocido'],W.A.N.J.I.R.U💕,"['kwani', 'unamuoshea', 'nje', 'kama', 'gari']"
Alzheimer,valdirene_pereiraz,['desconocido'],kerebi😏,"['ghai', 'anaoshwa', 'anapigán', 'nitamuekea', 'sabuni', 'kwa', 'macho', 'mimi']"
Alzheimer,valdirene_pereiraz,['desconocido'],Alessandra Andrade ale,"['sou', 'cuidadora', 'agente', 'ver', 'pessoas', 'fazendo', 'vidio', 'assim', 'rindo', 'mai', 'realidade', 'outro', 'ter', 'ter', 'psicólogo', 'controlado', 'difícil', 'mai', 'deus', 'nem', 'dia', 'essa', 'paciênciar', 'tem', 'dia', 'vontade', 'largo', 'tudo', 'sumir', 'mai', 'temos', 'intender', 'el', 'não', 'tem', 'noção', 'mai']"
Alzheimer,valdirene_pereiraz,['desconocido'],Dramaqueen👸💃💃,"['temper', 'cant', 'allow', 'thiskofi', 'mojo', 'kafike', 'mbinguni']"
Alzheimer,valdirene_pereiraz,['desconocido'],Karaboxpertu,"['nkamo', 'fopha', 'clapa', 'nna', 'lebalo', 'gorar', 'ona', 'alzheimer']"
Alzheimer,valdirene_pereiraz,['desconocido'],Wesnaïsha,"['cettir', 'dame', 'beaucoups', 'patience']"
Alzheimer,valdirene_pereiraz,['desconocido'],Ramz2.5.1🦋💝,"['bana', 'uganda', 'obukambwe', 'nga', 'bungi']"
Alzheimer,valdirene_pereiraz,['desconocido'],Lilianita As,"['tratar', 'amor', 'sra', 'reaccionaria', 'así']"
Alzheimer,valdirene_pereiraz,['desconocido'],Agbeke vibez❤️‍🩹💯,"['omo', 'the', 'woman', 'day', 'try', 'ooo']"
Alzheimer,valdirene_pereiraz,['desconocido'],la reine de la falaise 🤍💛🩶,"['va', 'chéri', 'collègue', 'pas', 'commentaire', 'français']"
Alzheimer,annalyse.is.one.word,['desconocido'],Uncivil Engineer,"['fave', 'story', 'tell', 'sisters', 'student', 'saw', 'file', 'that', 'another', 'kid', 'was', 'sped', 'wanted', 'make', 'fun', 'them', 'sister', 'said', 'all', 'students', 'are', 'sped', 'second', 'later', 'yells', 'sped']"
Alzheimer,annalyse.is.one.word,['desconocido'],The F. Art Teacher,"['hes', 'also', 'wearing', 'the', 'samir', 'shirt', 'the', 'picture', 'crying']"
Alzheimer,annalyse.is.one.word,['desconocido'],Rosemary 🍒🌞,"['how', 'many', 'times', 'watched', 'this']"
Alzheimer,annalyse.is.one.word,['desconocido'],Nurfin 💜,"['not', 'him', 'the', 'samir', 'shirt']"
Alzheimer,annalyse.is.one.word,['desconocido'],Jilysa Tebow,"['brother', 'schizophrenic', 'and', 'was', 'visiting', 'mentioned', 'his', 'schizophrenia', 'and', 'said', 'have', 'schizophrenia', 'thir', 'turned', 'empty', 'spot', 'the', 'couch', 'and', 'said', 'did', 'you', 'know', 'this', 'why', 'didnt', 'you', 'tell', 'highlight', 'lifir', 'tbh']"
Alzheimer,annalyse.is.one.word,['desconocido'],HH,"['not', 'the', 'samir', 'shirt']"
Alzheimer,annalyse.is.one.word,['desconocido'],Kristienne,"['just', 'feel', 'bad', 'for', 'laughing', 'but', 'also', 'hes', 'the', 'absolutar', 'cutest']"
Alzheimer,annalyse.is.one.word,['desconocido'],Selina🌹,"['papa', 'alzheimers', 'sucks', 'but', 'these', 'harmless', 'things', 'you', 'cant', 'help', 'but', 'laugh']"
Alzheimer,annalyse.is.one.word,['desconocido'],Megan Kelly,"['omg', 'this', 'the', 'best']"
Alzheimer,annalyse.is.one.word,['desconocido'],_emgomezz,"['was', 'shocked']"
Alzheimer,annalyse.is.one.word,['desconocido'],Brooke,"['not', 'the', 'shirt', 'being', 'the', 'samir', 'poor', 'guy']"
